"A[0,1]",b[0],x
-2.6302610345520683,-0.8133161515345745,"[-0.6569222098174448, 0.17366454608693505]"
-2.8502988020363134,-0.7982885186000077,"[-0.6403730979048551, 0.15813682313792893]"
-3.076407267193683,-1.0222208718134005,"[-0.6459807748307755, 0.21831507449118964]"
-3.4012995568480378,-1.4268688959140083,"[-0.6551695516062799, 0.31496404233272857]"
-3.2616566253190187,-1.0655395816101907,"[-0.6382315631126356, 0.2204862815106135]"
-2.7741311292663426,-1.3686912952654777,"[-0.7022866992626863, 0.35598081037939994]"
-2.729372124568578,-1.4954925409956856,"[-0.7201433300424078, 0.404725800719626]"
-3.0736350735100118,-0.9171928881239164,"[-0.6375101510422473, 0.18583708462283954]"
-3.0617751500419073,-0.9750172501870616,"[-0.6429971806624647, 0.20447019231062882]"
-2.036655637243025,-1.236492528305324,"[-0.7916001992203748, 0.3961717056096069]"
-2.44599047096577,-1.1537787199578453,"[-0.7151273483576794, 0.31302486379491756]"
-2.856646828447259,-1.2487569447061821,"[-0.6826134695292209, 0.3074515163145307]"
-2.735932627013612,-1.3406921427807112,"[-0.7034745980727266, 0.3504814315225467]"
-3.2580139483881316,-0.9149456673261519,"[-0.6273507203892689, 0.17632276076954811]"
-2.785453836578142,-0.946935848957956,"[-0.6592395741246223, 0.21150775117399398]"
-3.3698545945752763,-0.9000841306909726,"[-0.6208961359187272, 0.1671002633931555]"
-2.7132454529528576,-1.514019087715972,"[-0.7239913883910081, 0.41318981944136635]"
-3.590077130152251,-1.3024952489570463,"[-0.6360540006615474, 0.2666483219076576]"
-3.3093158802244136,-1.0473691853022764,"[-0.6342688302644821, 0.21247015216835977]"
-1.9350396647612562,-1.2634272912161393,"[-0.8183639036140744, 0.4233890302757858]"
-3.667017269625931,-0.8949603282794989,"[-0.6081998583361703, 0.15404085371951265]"
-2.5075038759401673,-1.3012869694541944,"[-0.7257119698172129, 0.36188158019989275]"
-2.6362895515642824,-1.208148616722518,"[-0.699954187894986, 0.3141766799814857]"
-2.5654644387006007,-1.3395025360207824,"[-0.7229317426347166, 0.36919005270054117]"
-3.676015316131755,-1.3337444595402967,"[-0.6334602082429046, 0.2692983851497238]"
-2.0394473771346617,-0.9902312515253487,"[-0.7474720591779143, 0.28662364369457494]"
-2.3868796979137272,-1.4822781600616508,"[-0.7660876207608671, 0.4468166019718437]"
-2.0712124145933704,-0.8783871087623165,"[-0.7232218895032969, 0.23458291794448424]"
-2.390753979928441,-1.0942842121051186,"[-0.7141611713493813, 0.29559114313039936]"
-2.282167862782117,-1.0935071280149478,"[-0.728066915840101, 0.3060079536960983]"
-3.2677569172653205,-1.0094662753572705,"[-0.6337801764128851, 0.20365442224980526]"
-3.2489969902810407,-0.8233587690424587,"[-0.6210280506583984, 0.1496790042713668]"
-1.9382917675507487,-0.827822860675641,"[-0.7331605827607622, 0.22179981296741258]"
-2.9871397566466724,-1.392603584941492,"[-0.6840294774502785, 0.341918560509305]"
-2.5051806383688304,-0.9479999366435592,"[-0.6831959969864577, 0.2304054348261432]"
-1.9988461430409796,-1.4342283749428228,"[-0.8355936387106971, 0.4906453238614735]"
-3.5520347121995957,-0.9020962011046736,"[-0.6131329223405658, 0.1602825015678662]"
-3.1796544541767444,-1.16519758934833,"[-0.6507308482186301, 0.25538145466159384]"
-3.0295640544428504,-0.7706232746221963,"[-0.6277082891663164, 0.14191664212668023]"
-2.4160243873142413,-0.8168612922748563,"[-0.6751413158811229, 0.18643856820519067]"
-2.0641316601513924,-0.9547884260063283,"[-0.7374299286873727, 0.26866561594846033]"
-2.105061731317758,-0.9725552367956273,"[-0.7343630368858471, 0.2726725340720968]"
-3.6788094482966494,-1.2778673319113425,"[-0.630063263361311, 0.25440608068478276]"
-2.119466653440599,-1.0431572673769984,"[-0.7439139757196017, 0.30168483229768883]"
-3.7485616785352462,-1.2931917047564787,"[-0.6275808726859052, 0.254119638963725]"
-2.458599371854315,-0.9240004286698409,"[-0.6847653783367408, 0.22466286224383428]"
-1.9925466238031775,-1.174494161244835,"[-0.789193601357816, 0.3744821328236812]"
-3.5388688732224503,-0.8773583251433845,"[-0.6121186859518782, 0.15404402139462667]"
-2.6369162071731442,-0.8416341278734212,"[-0.6595399842122216, 0.18342650110745695]"
-3.163671178148816,-0.7945798114172187,"[-0.6229072619590242, 0.1442968444326061]"
-3.363289216290714,-1.4617265548075236,"[-0.6601008880216909, 0.3280920101640793]"
-3.4165133718999403,-1.1593672726425575,"[-0.6362054128140142, 0.23827739014124794]"
-2.1754539825721433,-0.8387015343370956,"[-0.7033480377251315, 0.21005806939133606]"
-2.1722326675672434,-1.1130770510601926,"[-0.7470154169975299, 0.32576964845643175]"
-3.780925668875084,-1.107504055531895,"[-0.6158096666933955, 0.20452243059317013]"
-3.4250130237465157,-1.0511032459983043,"[-0.6285035338703313, 0.20729670760069616]"
-2.703809750362665,-0.9111872589057691,"[-0.6618332673285163, 0.20415223561354107]"
-2.881331886872471,-0.7721066786209573,"[-0.6360430607457601, 0.14816252572740718]"
-3.2031329514544153,-0.7650478094212849,"[-0.6187759150216403, 0.13399942767997558]"
-3.27956347611125,-1.437285295171336,"[-0.6642470930420336, 0.3283292997805529]"
-2.473386516435241,-0.8595440061903353,"[-0.6753231491328481, 0.19933162541566818]"
-3.289575339878673,-1.372733586704145,"[-0.6588634267823285, 0.3085951398709875]"
-2.393700214697668,-1.0255486120729687,"[-0.7047346789655915, 0.2686494165373206]"
-3.0586473872730218,-1.4118172483890328,"[-0.6794860158800099, 0.34101285355107275]"
-2.8705255455447696,-0.8448916033562078,"[-0.6435044106436516, 0.17266553074369026]"
-2.6620884980943456,-0.8582905141834971,"[-0.659421783779231, 0.18797303375723765]"
-2.5908226336202236,-1.266438248097296,"[-0.7115049667580005, 0.33976905061827134]"
-2.3220760486248286,-1.281135568645544,"[-0.7489229006931666, 0.3766761804085032]"
-2.446448481270976,-1.3573845383659382,"[-0.7408623453375388, 0.3904821374210059]"
-2.6671146210093872,-1.337678824411237,"[-0.7106919204060452, 0.356926238594853]"
-3.103357979765622,-1.5185824582902554,"[-0.6844103057345015, 0.36964176177933455]"
-3.747199217112877,-1.3796833369266723,"[-0.6325057166924422, 0.27657471870021694]"
-2.620987690440601,-1.1122104155055408,"[-0.6909039492217803, 0.28128112135901434]"
-2.1845897798057896,-1.1224973038886312,"[-0.746578839602406, 0.3283475354044544]"
-3.329858124460194,-0.9031591219446659,"[-0.6229816520934123, 0.16969092466127095]"
-2.812807866368725,-0.7971437020538275,"[-0.6426113289184602, 0.15940570471171658]"
-2.3880106195675994,-0.7656869017683701,"[-0.670959865782185, 0.16814629835483305]"
-3.5705197009952476,-0.9493465180396892,"[-0.6153002110849567, 0.17235672107612898]"
-2.677299678871035,-0.9312794242979455,"[-0.666071129979091, 0.2128192630470754]"
-2.417157942655836,-1.314498526186047,"[-0.7395019753840713, 0.37777702515829464]"
-3.576163442156902,-1.017187688594993,"[-0.6192387849809752, 0.190457359575987]"
-3.704897305160716,-0.7700977165314469,"[-0.5996182021944932, 0.12002097926576695]"
-3.5002204541435824,-1.3359352862223826,"[-0.6431065633168678, 0.28195379039424345]"
-2.3469775207471626,-1.171227729948788,"[-0.7301569990735334, 0.3301896829335115]"
-2.4996734244320633,-1.2271473887730415,"[-0.7176954672387293, 0.335096054129436]"
-3.168960235499868,-1.2517376047278894,"[-0.6581500226791508, 0.2822812851223846]"
-3.5380612079245055,-1.2206304404983244,"[-0.6337147703052849, 0.2477890456749928]"
-3.335673841702619,-0.8545125165219264,"[-0.6192826326753875, 0.15541317931494122]"
-2.460888886864323,-1.2451952370306967,"[-0.7247826260204959, 0.34614814274005457]"
-1.9138093923671906,-1.2697789804724777,"[-0.8245580523939519, 0.4296480588163812]"
-2.9381795691095833,-1.1917502330460505,"[-0.6704298773994941, 0.2817683874715984]"
-2.390033255101416,-1.403442490082625,"[-0.7551465073553733, 0.4157263929668012]"
-2.9813731899691405,-1.2856213742756117,"[-0.6752061862652778, 0.3083025651881883]"
-1.993509170682548,-0.7640035435516109,"[-0.713325256984315, 0.18904287814471568]"
-2.1956852871463384,-1.2532025546821202,"[-0.765092280501822, 0.3816403374979454]"
-3.4600459380352873,-1.4080657180553195,"[-0.6501822229702169, 0.30496435140287054]"
-3.436962411388247,-1.3927819765204659,"[-0.6506068437639576, 0.3024986438064761]"
-2.1793172116306314,-1.372830859005329,"[-0.7866536823937964, 0.4340296579617516]"
-1.94438220291255,-0.8903322811786966,"[-0.7442981646746238, 0.2501449782430128]"
-3.2169496798597814,-1.3405412447150054,"[-0.6615651783071004, 0.30509905013478517]"
-3.243362110766946,-1.1660387191117105,"[-0.646743570793531, 0.2512916865217012]"
-2.7566737045824152,-0.8269775581771515,"[-0.6492821347196771, 0.17216075009159773]"
-1.956883422494779,-0.8093691989709059,"[-0.7268713130527461, 0.21200674317317317]"
-2.8658734300128144,-1.2854610195300158,"[-0.6852411377326337, 0.3187713536770582]"
-3.2490322499515463,-1.0848829669484528,"[-0.6403849739628265, 0.2269368671505753]"
-2.1437649784014003,-1.1328908891663347,"[-0.7547086491088851, 0.3373905024295356]"
-2.982913294808117,-1.0978086463401064,"[-0.6587076845347148, 0.24818238915435217]"
-2.4564006752065186,-1.1693480403336773,"[-0.7158254833763548, 0.3178822826747669]"
-2.6107151383805354,-1.3414950666546792,"[-0.7176525392791865, 0.36465168621163235]"
-2.982208112993058,-1.0153215920908334,"[-0.6515653713532527, 0.22188118153971034]"
-3.3025723845174095,-0.7642321014893956,"[-0.6143244832936567, 0.13044928643916884]"
-2.1282714885617313,-0.768558788634614,"[-0.6975921059210032, 0.18322514375490026]"
-2.09918481395477,-1.2852203015157944,"[-0.7877281297402444, 0.4085846101703393]"
-2.153897457837716,-1.107132543021344,"[-0.7489398800522243, 0.32529798164719453]"
-2.6507449835427783,-1.2010612949787651,"[-0.6976606450564273, 0.3102592525818886]"
-2.797240686834259,-1.294266862152722,"[-0.692565108570804, 0.32831970533052957]"
-2.0212492716382484,-1.2385452603819347,"[-0.7950725868152231, 0.3992745987376187]"
-2.8946541752318877,-1.259724137057788,"[-0.6802695376233848, 0.30764287046169103]"
-3.2970991747232374,-1.0208275774990663,"[-0.6330236775240542, 0.20541239127384714]"
-2.211977708970146,-1.0317364758912753,"[-0.7285557659077407, 0.2876726777727695]"
-3.0761753807158363,-1.1783406700450383,"[-0.6588274415073918, 0.2668162488370255]"
-2.760537215581822,-1.2845248744520377,"[-0.6952181984930391, 0.32863434224765264]"
-3.043851700871933,-1.167842499794533,"[-0.6602801676310631, 0.2659416566248968]"
-2.433403878539685,-1.4187136722572806,"[-0.750561786503419, 0.4156150865522673]"
-3.681394181364667,-1.2104935021256036,"[-0.6260172534148596, 0.23652277422884796]"
-2.6394742184780844,-0.9480523743071536,"[-0.6710367706036453, 0.22120272126881113]"
-2.36323276002686,-1.3940188882605526,"[-0.7580599707125327, 0.41578429667850947]"
-2.3081171009186487,-1.2916033110019671,"[-0.752532097117563, 0.3826407465494833]"
-2.7672615264176064,-0.9955959445108828,"[-0.6655069660598099, 0.22925323424960267]"
-2.1986709462411453,-1.4264122129097268,"[-0.791313314402816, 0.45342879782737605]"
-2.118644131528345,-1.1732013761061848,"[-0.7655134111955034, 0.3576496509347796]"
-2.888199630252016,-0.8261795384985651,"[-0.6406532548578481, 0.16566589167452822]"
-2.6295534042767255,-0.9778993398462997,"[-0.6751891907087773, 0.2325308133540865]"
-2.221020863264389,-1.4548674949822393,"[-0.7913978891963489, 0.46165712422054217]"
-3.2908695361495686,-1.0421374257974618,"[-0.6348971538557684, 0.21196770938976037]"
-3.0383683603347187,-1.0077371417002543,"[-0.6472048766647455, 0.21606267372425564]"
-3.475555025599738,-1.213389622121267,"[-0.6365709380165798, 0.24971604544039733]"
-2.9570114569807457,-0.9705278728654815,"[-0.6493203178931122, 0.2090355796936883]"
-3.0874243292163155,-1.1832318844862848,"[-0.6584286429841137, 0.2674984528077357]"
-2.448662209880108,-1.1258561731108558,"[-0.711271990500851, 0.3021346563717018]"
-2.3050357905297236,-0.8117760268359289,"[-0.6851347947233133, 0.1908565054254077]"
-2.624814906020248,-1.3128356079292711,"[-0.7128005266946672, 0.3527774707901319]"
-2.3473956236791107,-1.383592268963763,"[-0.7591463175984885, 0.4138965098630326]"
-2.8924028484209563,-0.8495440160929827,"[-0.642554305448761, 0.17314631081118492]"
-1.9086380977626518,-0.9842197947807539,"[-0.7688724223713534, 0.297032585022134]"
-2.8191901312473706,-1.3770912093981516,"[-0.6984824550821355, 0.3540031009941719]"
-2.8635582603106884,-1.3160157730453457,"[-0.6883311732244212, 0.3291136263934881]"
-2.3952154869427837,-1.0989917507253057,"[-0.7142372688603484, 0.29698870259185123]"
-2.9564468100127534,-1.3438962597300341,"[-0.6824601942293058, 0.32928138541209845]"
-3.635060858820468,-0.7810076436146594,"[-0.6026202481181859, 0.12487989595566525]"
-2.0931610176275144,-0.9313762637201275,"[-0.7291705924346392, 0.25589605752349254]"
-3.296755112413073,-1.5086727984308028,"[-0.6681560787133679, 0.34762750344856186]"
-2.8114142224133216,-0.9144454156564172,"[-0.6541421344848217, 0.19898212992524722]"
-3.615826802757214,-0.8578038064680061,"[-0.6079185465829938, 0.14598780715191098]"
-1.9168294308412261,-1.2785270493222396,"[-0.8255751922627403, 0.43324696030109516]"
-2.3795413210494862,-0.9802190455724243,"[-0.7003264221720433, 0.252203690965819]"
-2.390004242820561,-1.1908215711613443,"[-0.727023643639724, 0.33315513183764844]"
-2.8407294673615784,-1.148128900421026,"[-0.674426988478419, 0.2753149968628458]"
-2.6244360721921907,-1.5048049502905343,"[-0.7341665584363901, 0.42155679735784174]"
-3.676825118617718,-1.4167908519772796,"[-0.6382616999962408, 0.2911167707148452]"
-2.308935793862069,-1.0392006887343161,"[-0.716811974486104, 0.2815857864449182]"
-2.017611986930555,-1.4367183332699853,"[-0.8315660345943086, 0.48839935018011554]"
-2.3684370735013376,-1.0584503406364771,"[-0.7120984486880997, 0.2837193120475985]"
-3.2285904896270647,-1.2322661672869664,"[-0.6526278138023076, 0.27196506204030474]"
-2.3633419450490405,-1.165536767625252,"[-0.7271816424867752, 0.32617862411752047]"
-3.11807975256793,-1.0788751927833895,"[-0.647923591653396, 0.2332287915842379]"
-3.4026015696632514,-1.2233790749886917,"[-0.6413019513997434, 0.25725128749822135]"
-2.5050426104645567,-0.9736875873392653,"[-0.6863225833203354, 0.23999511318871788]"
-2.241911813564986,-1.033509377268778,"[-0.7247325514369797, 0.285548000210214]"
-1.959528787633778,-0.9893948668537677,"[-0.7607199647212842, 0.2942173587045186]"
-3.102817954352046,-0.7870256615052297,"[-0.6253111622817734, 0.1442717393389085]"
-2.9823215934139906,-0.9280412531677823,"[-0.643946904669144, 0.19399326750042692]"
-2.2303853523177746,-1.3309343282945496,"[-0.7709971721940726, 0.409117227136436]"
-3.126152822394064,-0.9352244070946062,"[-0.6359592275875868, 0.18875233244985107]"
-2.9431250433830516,-0.8641115556111975,"[-0.6407340755343356, 0.17544763219346507]"
-1.9156689335807988,-1.325026346225388,"[-0.8350576058259553, 0.4550960719777157]"
-2.568171805261878,-1.3721779953229476,"[-0.7263758392440589, 0.3807962478648504]"
-2.0645013913486903,-1.490807300900852,"[-0.8301403599109644, 0.5038810414015925]"
-2.351616406451594,-0.8118580810629273,"[-0.6805382414467092, 0.1881717732271155]"
-2.633788936456227,-0.8626399147742325,"[-0.6620989555144541, 0.19109248144425256]"
-2.212221195221596,-1.356457236648294,"[-0.7780659813173195, 0.4222794304789793]"
-2.635218346476694,-1.3635151504690857,"[-0.7171919964473801, 0.3697119497252823]"
-2.1601731535006152,-0.9705232455825175,"[-0.7261822508430368, 0.2668306951878009]"
-2.356876505951843,-0.9108211234585601,"[-0.6934656234548204, 0.2267640070469628]"
-2.2080160697504563,-1.0567105131655288,"[-0.7329299675819457, 0.29842426212775014]"
-3.0860953770685557,-0.9270344657067838,"[-0.6375943516634681, 0.1882609541894248]"
-2.1768103249789124,-0.9926645846838723,"[-0.7273829041530194, 0.2746634389265933]"
-3.2260396688759885,-1.2631368064676898,"[-0.655112105326978, 0.2813313657891899]"
-3.0468737897060776,-1.3692535739194347,"[-0.6769211708283385, 0.3288178287331783]"
-3.310598334675621,-0.8546528369494041,"[-0.6204393759044846, 0.15644307850003555]"
-2.9167450000081505,-1.1360865637267177,"[-0.66710626817149, 0.2653733119833996]"
-3.7041714455187518,-0.852087284483758,"[-0.6043550296327435, 0.1414848497844157]"
-2.3216531769142157,-1.5007261479090694,"[-0.7796405292535362, 0.4641476470540171]"
-2.7415181582561075,-1.0914081313736506,"[-0.6773804083750774, 0.2640039921196122]"
-3.319845133104455,-0.771485029592917,"[-0.614107665019464, 0.13199073926477425]"
-2.5093425804543377,-1.412182606920514,"[-0.7388744053972077, 0.4029626836120174]"
-3.7392616965536654,-0.8703064395502381,"[-0.6041538229122769, 0.14505871509114873]"
-3.645674168520178,-1.0845254218578904,"[-0.6202455107055213, 0.20514669236165037]"
-1.944690072660836,-0.7646200102703569,"[-0.7200179826331836, 0.19223773658513135]"
-2.5216182061686796,-0.9882387150795412,"[-0.6864431255586902, 0.24416213718650226]"
-2.2807113346071857,-1.3843649228164874,"[-0.7702230622256943, 0.42370105560288485]"
-3.19781120883534,-1.3392639023098833,"[-0.6628402009903088, 0.3063091874339198]"
-2.7473449509559464,-1.0305145678377603,"[-0.6706636401844827, 0.24260644196522177]"
-3.7057413328395583,-0.9327088841301597,"[-0.6089299131437851, 0.16251074971210475]"
-3.2824557072286624,-1.5039931140966212,"[-0.6688808972228565, 0.34759636809981903]"
-2.9113037421406553,-1.0247146848400825,"[-0.6573675788355663, 0.22942982415474272]"
-2.380929377131997,-0.8078502517401117,"[-0.6772074437881432, 0.1849310342235693]"
-2.29517324452066,-1.3445609636084053,"[-0.7621031065356533, 0.4056089479030006]"
-2.536640565516954,-1.0308563671125313,"[-0.6900212116824928, 0.2587514398203584]"
-3.201506285309512,-1.3527394106657544,"[-0.6635999274384633, 0.31003597824759965]"
-3.648459617250754,-0.7721092053096675,"[-0.6016297103327877, 0.12212967315460133]"
-3.4377775623713336,-0.8368020104654608,"[-0.613637856238032, 0.14653675680150832]"
-3.6816420505952987,-0.801562560352812,"[-0.6022200851985258, 0.1289419540343217]"
-2.522518186213948,-1.0597178303195773,"[-0.6949059394318116, 0.2705906204548227]"
-3.6278103078962296,-1.4319234057892796,"[-0.6418286742645507, 0.29868763905427514]"
-2.8284198644113854,-1.3433988629405365,"[-0.694304393830664, 0.3417375490372383]"
-2.804156078187191,-1.5063185797743173,"[-0.7126790018610465, 0.3992375816340447]"
-2.0214376490642434,-1.342762545787241,"[-0.8137714993700299, 0.44577297225240403]"
-3.5560159816869192,-1.3108331571084033,"[-0.6383968398062478, 0.27118956167263975]"
-2.1390520920807523,-1.4666026381080284,"[-0.8096250543223915, 0.48020933005876965]"
-2.6974817455919204,-0.9381481122969764,"[-0.6651711962639251, 0.21395438796628583]"
-3.2179351498326154,-1.1262794199177535,"[-0.6453395302695716, 0.2411585746663491]"
-1.9871349322836196,-1.3890166572475864,"[-0.8300546658259892, 0.47229755817310376]"
-1.9090867229877446,-0.8711757240632119,"[-0.7462689874042961, 0.2441750034074372]"
-3.713735291806559,-0.909967104079223,"[-0.6073276903521807, 0.15627139658238526]"
-3.193239189156586,-0.9935638316222958,"[-0.6367168255450408, 0.20292776390133593]"
-3.513730486801332,-1.2388896302253203,"[-0.6361548736695798, 0.25432447930456603]"
-3.0756593533460035,-1.0061364071827177,"[-0.6447056559289485, 0.21336357190701183]"
-2.1460464694988626,-1.3911653826018684,"[-0.7959950794491127, 0.44693950529194565]"
-2.1101453884336676,-1.083716342232607,"[-0.7521079865868731, 0.32013095595261054]"
-2.404010344149399,-1.3394328120402315,"[-0.7446316790154414, 0.38905696389829963]"
-3.403649807443356,-1.1664502519658122,"[-0.6373882030309266, 0.24107031470314577]"
-2.366544489422587,-0.9359941542425222,"[-0.6958292828870172, 0.2359325839793744]"
-2.7044628749906123,-1.388914258999932,"[-0.7119267070090352, 0.3706941125225165]"
-2.1407803994046497,-1.059787034088306,"[-0.7433516169094841, 0.3065918948189184]"
-2.0671425519735656,-0.880082294528967,"[-0.7240777367359513, 0.23564013089110747]"
-2.5629298191719654,-1.1993154388164549,"[-0.7069675433725788, 0.3182377989844835]"
-2.428017559578839,-0.9726098750257142,"[-0.6940575763004991, 0.24543572090376028]"
-3.0170233384572236,-0.7827630960790207,"[-0.6294018522610322, 0.14622565947410146]"
-3.1371013549955604,-0.9141196818820139,"[-0.6336707022452347, 0.18176204855099748]"
-3.2359701393944516,-1.1376760302198565,"[-0.6450880122593877, 0.24337856577469677]"
-3.6955872017728977,-1.0223861727060384,"[-0.614493150556076, 0.18640630117580784]"
-2.7431290871205682,-1.2520873424024563,"[-0.6936582137549162, 0.3192035178518989]"
-2.5421775723594737,-1.0332764971377684,"[-0.6897502450711355, 0.25919770444935136]"
-3.2439308460905725,-0.8034602835243825,"[-0.6197883700996337, 0.14398610391062183]"
-3.001820102191153,-0.9867601706479325,"[-0.6477868670208266, 0.21160000730310957]"
-2.0015158959809303,-1.0210505210635805,"[-0.7593268692170481, 0.30423896103338016]"
-2.8010882005873174,-1.1819550684088274,"[-0.6811585736496062, 0.2899830651024228]"
-2.302039916712854,-1.0145860697894928,"[-0.7141964823693923, 0.2723533986368098]"
-3.6926118104191077,-1.4035970384970715,"[-0.6366603664663484, 0.2865345158602672]"
-2.1723738804797983,-1.0798211665312416,"[-0.741747724686668, 0.3117559744583256]"
-2.839899414306128,-1.4132316264489178,"[-0.6998672639134492, 0.36388291774648723]"
-2.3327937264956007,-1.375653845308745,"[-0.7603844438508541, 0.4127962322196044]"
-1.9148863022271425,-1.2298357580748875,"[-0.8163889744782332, 0.4108624577010881]"
-3.7819320464414234,-1.2258370183403686,"[-0.6223018587396201, 0.23482535797175608]"
-3.020394133472183,-1.3264368939721005,"[-0.6754973099961598, 0.3177805535330795]"
-3.2267586094786136,-0.9175235419148765,"[-0.6291407761365398, 0.17852849773424118]"
-3.2847092097677444,-1.114275443900182,"[-0.6404638261555511, 0.23340723102707317]"
-2.6811292201741863,-1.4763210499839945,"[-0.7239128388538176, 0.40409465694744123]"
-3.233002715295786,-0.8390465188480515,"[-0.6229537311403127, 0.15494860315481238]"
-3.4798772259279014,-0.989778424113294,"[-0.6218335654262928, 0.18744601259473329]"
-2.3419507830483184,-1.2072221678816233,"[-0.7357865179700983, 0.3449632178852013]"
-2.387025484426166,-1.3111146676567282,"[-0.7433684366011577, 0.38024915526706693]"
-1.9408111457525048,-0.7693764378693922,"[-0.7214758618334788, 0.19466500275718443]"
-3.681988624422134,-1.252811714370897,"[-0.6284503717273745, 0.2476192453495428]"
-2.995131834147895,-1.0641195068678975,"[-0.6549145910486146, 0.23660929908793996]"
-2.121096722857069,-1.0017632635787157,"[-0.7368418686388695, 0.283747173945225]"
-3.4085209740567777,-0.7847857770781947,"[-0.6113555714736312, 0.13289729323924565]"
-2.0326236685875427,-1.3835759065944653,"[-0.8185890242614169, 0.46211259707526164]"
-2.315055483359264,-1.431056081571949,"[-0.7710297190729177, 0.43739476964212176]"
-1.9000638245623773,-1.5197337155841428,"[-0.8780546097424767, 0.5490262431911892]"
-3.2148871539827493,-1.1933324911837937,"[-0.6505922568572865, 0.26135750944418323]"
-2.3894636460035903,-0.9096179818628073,"[-0.6898794841019151, 0.22398245499208794]"
-3.563471449235823,-1.233955903635431,"[-0.633228830822896, 0.2498355946567268]"
-3.6517412082791227,-0.9824432521250063,"[-0.6139464635317741, 0.17778766022610704]"
-3.707970817268797,-1.1570741347894549,"[-0.6217169952041911, 0.22105030700887224]"
-3.262882821535796,-0.9871826199858023,"[-0.6324088670018653, 0.19735730062235352]"
-2.9066572819737244,-1.1516176302509946,"[-0.6693247035509394, 0.27122335171676726]"
-3.430996798789832,-1.2016433775239876,"[-0.638239134192409, 0.2492716484173201]"
-3.1937006049674066,-1.2845810536907942,"[-0.6589540771818506, 0.29024174299638145]"
-2.019261268348564,-0.8421484817283033,"[-0.7240707264732048, 0.22244359383052137]"
-3.690017440910692,-0.8392014260675441,"[-0.6041124815244948, 0.1385711393052918]"
-2.8943869518909597,-1.3994337690162937,"[-0.6931893412479841, 0.3535178158699297]"
-3.6275402431505115,-0.9480898451232513,"[-0.61288322819628, 0.16966267202782664]"
-3.6584901979226006,-0.877332562706281,"[-0.6074834033383053, 0.14968785455722267]"
-3.5157568297897486,-1.4842736400938426,"[-0.6516502144258508, 0.3215813593909089]"
-2.0157269435867122,-1.4054955330453427,"[-0.8263697825652674, 0.474765573371573]"
-2.0306725791335247,-1.0733131570051262,"[-0.7637012860090424, 0.3244381300329796]"
-3.488873382497029,-1.3655206173886343,"[-0.645671582366619, 0.2909516983909656]"
-2.2571720498631875,-0.852050123097888,"[-0.6960123429880875, 0.21013089041829494]"
-2.25441854817079,-1.5195797630262746,"[-0.7946906752088, 0.4827299134060587]"
-2.912094988156261,-1.1308830676129482,"[-0.6669976911475913, 0.26403043724904923]"
-2.7932989072106706,-1.0895407488221804,"[-0.6727341546326308, 0.2593442566939497]"
-3.39897582115781,-1.5102235407243387,"[-0.6609787270010017, 0.33877524714883334]"
-3.068535586844572,-1.124036251607288,"[-0.654888783714699, 0.2504800004497822]"
-3.622207701172143,-1.3369411972742047,"[-0.6364384417934543, 0.2737286945759886]"
-2.7282102294469603,-1.11057474626908,"[-0.6805388037464185, 0.27168880945683593]"
-2.097232333353722,-1.038859326659696,"[-0.7466691529734197, 0.3021208793835577]"
-2.154537385547326,-1.151786236209274,"[-0.7559895941252947, 0.34415094610429925]"
-2.726190470455289,-1.381748726708631,"[-0.7087588424428392, 0.36574195640611973]"
-3.5659287591127766,-1.2763939987603838,"[-0.635727870490371, 0.26118407193445387]"
-3.545781180355995,-0.9631781063277823,"[-0.6172092736479465, 0.17716788323345967]"
-3.309989929904432,-0.941007263838051,"[-0.6266353633150982, 0.18154492031499295]"
-3.3018109572774486,-1.11882553071762,"[-0.6398047054891505, 0.2336846974036288]"
-3.7224525758933047,-1.2051558160323792,"[-0.6238134171627981, 0.23280134661245364]"
-3.0441221331058803,-1.306364717102354,"[-0.6718761993601385, 0.30935540565342234]"
-2.7517052097304786,-1.1362588750675027,"[-0.6810430267769827, 0.27860348449574707]"
-2.894156102354794,-1.0962919425504374,"[-0.6652246642378423, 0.25404741187875163]"
-2.3175678109790545,-1.1297737624146549,"[-0.7284100712239583, 0.3169020155563965]"
-3.114526365319962,-1.1326771644412628,"[-0.6524701687235546, 0.24997713223586482]"
-3.3938923234973335,-1.2973342460928425,"[-0.6468375296443533, 0.27881687958377877]"
-2.3202488460353736,-1.3203168757935457,"[-0.75467583398506, 0.39251382075368935]"
-3.468524820514452,-1.2117119034294308,"[-0.6368430223439213, 0.2496959121841896]"
-2.0309661546246462,-1.0010782560877078,"[-0.7507725593254687, 0.2922793926063915]"
-3.01934631079647,-1.3931087999399214,"[-0.6812623395064181, 0.3389361309070758]"
-3.2849207199921153,-1.0136032474805325,"[-0.6331551599702975, 0.20395296965531573]"
-2.3833689376560665,-0.8914191949196608,"[-0.6880915732305786, 0.21732661521073715]"
-2.3518012150603984,-1.2814174666543068,"[-0.7445217202040798, 0.3730507888527494]"
-3.3242446625676454,-1.0789712035800048,"[-0.6357029520935464, 0.2207883585127348]"
-3.3546730114423293,-0.8185423848776535,"[-0.615923299609262, 0.1443540884445763]"
-1.917305919503045,-0.931914565209947,"[-0.7569377030077986, 0.2717875294563784]"
-2.413868651610522,-1.4860215687180933,"[-0.7622422923344644, 0.44423621341082675]"
-3.4402143086399755,-1.0231756704053332,"[-0.6258952758946553, 0.19867423156499972]"
